f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,label
-1.04920353,-0.34040639,1.19801823,1.40977672,0.40335942,0.79216677,-1.24857470,-1.01785325,0.69961441,-0.20590363,-0.16210419,-0.57417696,0.32206915,-0.94450486,0.38074884,-0.97860343,-1.30852190,-0.50892693,-0.80657897,1.16697492,-1.33513964,-0.97015892,0.14615882,-0.05679843,-1.36244394,-1.47824272,1.46420383,0.47650410,-0.40378161,-0.08870326,-0.70034964,-0.46537865,0.44713340,1.14843540,-0.94760993,1.02108452,-1.13533011,-0.85502333,-1.38847414,-1.07756441,1.25190944,-0.12168376,-1.26700241,1.37918051,1.13697692,0.76404756,1.30041838,-0.83961174,1.00910788,0.56997359,1.10927775,0.89073470,0.00000000
0.71832467,-0.52231829,-0.46051481,0.82319561,-0.71263109,-0.51422351,-1.17628285,1.30522985,-0.62698991,0.06186740,-0.32600149,1.37978436,-0.49485249,0.83563746,1.06624846,-0.19318051,-0.36548456,0.74323746,1.23868794,0.76479520,-0.81862090,1.16492324,-0.33725500,0.22868824,0.99430686,-0.93481570,0.85353041,0.28848839,1.18002493,-0.98408879,-0.23795329,0.99852928,-1.44230489,-1.16339590,1.47169564,-0.65881746,1.42662958,-0.95240535,-0.41671667,0.75860833,0.47333522,0.24336720,0.08969753,1.03032133,-0.79515431,-0.17258722,-1.03364312,0.28782479,-0.74836673,-0.49847381,-0.08624785,-1.41968824,0.00000000
-0.39790272,-0.44056651,-1.22418619,0.55778766,-0.21309006,1.09437067,0.58401601,-1.47569718,0.35013699,-1.21882540,0.84279954,1.47452306,0.09359638,0.54833850,-0.78805752,-0.18720677,1.06828600,-0.99773116,-0.70339318,-0.16369897,0.63674668,-0.37234814,1.28319684,-1.21662885,-0.38758741,0.62686237,-0.82203970,0.46923940,-1.00734913,-1.33205915,-1.13695285,1.28995435,0.15525265,0.88903733,-0.50203650,0.27797594,-0.01514360,1.33721388,0.74272391,0.69162789,-1.36094019,0.14900901,-0.09902564,1.28352680,-0.72797404,-0.69049964,-0.26596125,-0.76989086,-1.11244825,1.07224454,0.17482957,1.08408816,1.00000000
-0.45521340,0.01712657,0.99340430,-0.65387294,0.14321233,-1.25034689,1.24575565,-0.28721185,-0.31897145,-0.59173389,-0.11800877,-0.74472184,-0.37544318,0.89984115,1.00276651,-0.58745257,-0.09295671,1.12145933,-1.34198000,1.16743489,-0.84244696,0.53561773,0.24765509,0.15882224,1.07808067,-1.19528357,-0.45891592,0.11475824,0.93386656,-0.85067075,0.90878952,-0.30108455,-0.93325843,0.77695932,-1.22730330,0.04430212,-1.30837265,-0.43074643,0.30323040,0.16834662,-0.28603375,-0.21285602,-0.81969134,-0.13235223,1.35976457,1.05135875,-1.06430139,-1.41065764,1.30057294,0.08024925,0.11351347,0.84215399,1.00000000
-0.63307686,-0.67197168,-0.55593308,-0.05427729,1.40598874,0.51644606,-1.03876490,-1.10031976,-0.88720573,0.80013502,-0.61386899,-1.43583346,1.33252309,-0.99085975,-1.47132544,-0.78860519,-0.79491364,-0.23398425,1.26116949,1.13755475,-0.12931634,-0.26730029,0.16502726,-0.76963796,-1.34344502,1.31767241,-0.93990305,-0.90479781,-0.08261901,-0.02515997,-1.44469737,-1.05613578,-0.36553554,0.55119208,-0.81474463,-0.23095666,0.17203519,1.16577748,-0.52178849,-1.09932520,-0.03218332,0.74016481,-1.17042073,-0.22594952,-1.44664458,-1.39932246,-0.05113991,-0.60540811,1.03532190,0.30646292,-0.13820111,-0.27619389,0.00000000
0.27889869,-0.30919901,-0.00826356,-1.37868351,1.17838007,1.49490947,-0.95553863,-1.13885111,-1.06926761,0.48308117,0.48432252,1.04377249,0.75547917,-0.15093098,0.33856608,0.56485401,0.03820941,-0.07304705,0.43529234,0.17242365,0.43182692,0.33856432,0.65758968,0.42841053,0.05922746,0.54539043,-0.15155410,-0.77498632,-1.49574534,0.17989244,0.27196568,1.41614689,-0.41556500,-0.31760027,-0.89460126,-1.28839711,0.81841348,-0.75095681,0.32671458,0.56331911,-0.08628994,1.12905634,-0.16861548,-0.64527413,1.18804657,1.08469285,-1.00788016,-1.42211694,-1.23004333,-0.64035780,1.41677941,0.17554846,1.00000000
-0.43288693,0.23960015,-0.38021480,1.16614828,-0.14059101,-0.55428411,1.32365859,1.04855300,1.03100513,0.03685423,0.86831520,-0.96193992,0.21966887,1.45153777,-0.62712471,0.88305699,-0.02856478,-1.38058295,0.78905819,-0.99429257,0.39442070,-1.24300742,1.34060219,-0.62482834,-0.82060592,-1.11259079,1.33800658,0.63571123,0.72498267,-0.00178632,-0.07581664,-1.16993627,0.17952329,-0.75925051,1.43143600,0.88974282,-0.26102382,-1.04597622,0.85599507,-1.13383870,-0.93199874,-0.86543845,0.17067191,0.86116996,-0.55705536,-1.24599056,-0.10638461,0.74433072,-0.83500847,-0.84022636,1.34168108,1.36246118,1.00000000
0.35106688,-0.40207296,1.47139720,0.92297880,-0.93544749,-0.86405544,-0.47932428,-0.54560241,1.36958325,0.86722195,0.67202638,-0.94211033,1.22857668,0.98361114,-1.00907448,1.11351100,-0.68325739,-1.25739076,0.47046692,0.46141398,-1.21520397,-0.54344457,1.47844339,0.53528000,0.69022550,-0.86124814,-1.26365379,-0.66929493,-0.75330484,-0.79636770,-0.92173703,0.22426707,-0.51568957,0.96103505,-0.94815775,-0.10611879,-1.45902649,-0.05495303,-1.33248534,1.43317054,0.87177639,-0.02966557,-1.24023793,0.27733632,0.77629125,-0.92784824,0.20462502,0.94263270,0.80474333,0.90897605,1.13797027,1.31304631,1.00000000
-0.32390685,0.16561221,-0.28343653,0.20630731,0.87197858,0.59141944,1.48656068,-1.45896705,-0.43460035,-0.65691622,-0.71305245,-0.83241065,0.62737152,-1.24572158,0.72482650,0.58027753,-0.74758760,-0.74149865,0.38658176,0.78651332,1.12945684,1.05641869,1.39464898,0.24415469,1.22596668,0.92553982,1.18400287,-1.46512020,1.39770898,-0.07940951,0.89454897,-1.11838764,-0.31217671,-0.68561801,-0.62502369,-1.13023314,0.91729150,-1.47227306,-0.56248363,-0.97676837,0.26711682,-0.73724279,-0.72300464,-0.03498557,0.45806712,-1.13608589,-0.97346564,-0.75847577,1.42124464,-0.30854250,0.29697027,-0.77537156,1.00000000
0.13925956,-0.67729805,-0.02862142,-1.27764248,-1.39577356,-0.09379942,-0.30402214,-1.08935904,0.56280429,1.47871047,-0.31305954,0.37367591,1.38892783,0.99460492,-0.10934333,0.71246845,-1.11559488,0.03631157,-0.66281917,-1.01650894,-0.22115728,-1.10695634,0.59695532,-0.13127987,0.09343390,-1.06087218,-1.08068502,0.25024631,1.45502924,-1.21124825,-0.64280571,1.10837735,-1.28318396,1.12765716,0.07285795,-0.27519968,-0.57095831,-0.60864853,-0.58259225,1.15440924,0.67138569,0.50916902,0.89624745,-0.72865601,0.35412844,-0.11980128,0.84732491,-0.57223167,0.42953585,1.14663724,-0.29354857,-1.30013374,1.00000000
0.28240843,-0.75828808,0.04815247,-0.46208254,0.51667614,1.35309877,-0.04317505,-0.10142931,0.46375440,-1.18950749,-0.73948143,1.25693798,0.50982784,-1.45966787,-0.88612358,0.54851180,0.79319761,1.01957872,-0.62346959,1.29308579,0.15884068,0.58961707,0.29021659,-1.13177984,1.38934398,-1.13137326,-0.73535413,0.94088364,0.35579088,1.01444750,0.04720857,-0.36902029,1.26553650,-1.39124305,1.06839066,-0.80754664,1.04620898,-1.08241016,0.24065689,1.16432376,-0.07938106,0.73970002,0.91401485,0.70948263,1.27598921,-0.15949731,-0.98062368,-1.35656681,-0.76062039,-1.07040749,0.17384622,-0.94516399,0.00000000
-0.01674359,0.61443107,-1.38319888,-1.39203051,0.99470850,0.27434979,-0.42574409,1.18268413,-1.28941017,1.44096622,0.34887537,-0.94960724,0.53720730,0.79014378,-0.21197165,1.08489782,-1.04780278,-0.66348725,-1.21952292,-0.86736648,-0.78381356,1.25289957,-1.26567093,-0.21775464,0.09719606,1.19607916,1.49308866,0.76016434,1.41237297,0.86130340,1.38960792,0.62181218,-1.26070972,-0.29423944,0.43979185,-0.44784447,-0.67984825,0.23219780,1.30050563,-1.39505438,0.80769361,0.66818183,1.39186028,1.29213367,0.78669769,0.06122629,-0.88719734,0.13570715,0.79605598,1.18700764,0.86913603,-0.91419919,1.00000000
-0.32178005,-1.00488908,0.29905894,-0.50347962,-1.47238300,-0.89933719,-1.16033805,1.02815737,-0.72448124,-0.64590609,1.37980972,-0.36273983,-1.47124308,-0.64846155,-1.14210126,-1.19157431,-1.26753813,0.27977841,-0.93195683,-0.41627162,1.08605315,-0.22698558,1.24707405,-0.00618584,-0.30349016,0.75116678,-1.28047470,-1.23156485,0.45592114,-0.03917786,0.87124575,1.24881251,-0.33489937,0.28923008,0.00208988,1.44483197,0.99325322,1.23521312,-0.73697974,0.81757927,-0.70358033,-0.87377240,1.33279848,-1.44208675,1.39616611,-1.05221431,0.95831425,-0.67223234,-0.44789302,-0.84972687,0.25654213,-0.45571336,0.00000000
0.36831801,-0.79714144,0.47217912,-1.45305805,-1.30687535,-1.20101654,-0.24301894,0.94438852,1.16453373,-0.76556778,0.22310917,0.80509498,-0.63351171,-0.27297679,0.07192261,-1.09537546,-1.42205312,-1.04158257,0.38056086,-1.27914522,-0.93091091,-0.48643834,-1.26638981,-0.92490219,1.23380937,-1.44210260,0.46029577,-0.34677321,0.51794622,0.26607516,-0.82950374,1.04162846,-0.02417885,0.96760806,-0.28196239,1.45405666,0.81146808,1.39785062,0.04297944,-0.07892660,0.76636143,1.14087379,1.39243739,-0.52634428,0.89611372,-0.86806321,0.13672304,-0.96045555,-0.45780791,1.29407510,-1.06172790,0.39720269,0.00000000
0.94312992,-0.38823129,0.27886282,-1.13778494,-0.52206287,0.18894451,-0.93846417,0.90187097,1.41646953,-0.85572180,-0.93926411,-0.13519478,0.74329583,-0.65519817,-1.44036027,0.12366188,1.36980170,-0.32616943,-0.23959634,1.40670515,0.58382283,0.65751577,0.18810602,1.42382763,0.56659945,1.18509825,0.59813660,0.70534747,-0.62876723,-0.58956391,0.84895395,-0.60988113,0.18831021,-0.75194307,0.95095014,-1.16849595,0.98833992,0.30818940,-0.93927140,0.12610616,-0.65250349,-0.52959800,-0.44541588,-1.31004226,1.45788505,-1.40539612,0.48749062,-0.38631706,0.43803087,-0.43125524,0.52125194,0.68770653,0.00000000
0.95990876,-0.07027869,0.57165792,-1.15811406,0.47067970,-0.66003735,-1.41359589,-0.25550798,-0.19937069,-0.09847760,0.61447250,-0.57346857,-0.55415846,-1.31834323,0.56046365,0.20347827,-0.45172466,0.61556694,0.11207325,-0.09226516,0.03397363,0.40904438,0.48000781,-0.63312654,-1.07776991,-1.03009746,0.41817266,1.11861986,-0.27151116,-0.99143952,0.76980749,0.99746842,1.14174733,0.32049429,1.08218568,-1.45375512,-1.17829259,-1.22227180,0.63781405,-1.29125465,-0.01090688,-0.08187930,-0.56788943,1.11121551,-0.98870039,-0.44261165,0.82251450,-1.40873306,0.51885120,0.94919318,1.29680352,1.12888992,0.00000000
0.42751968,-0.14649715,-0.54184765,0.25909242,-1.26811952,-0.72638999,-1.21733286,-0.55443813,1.12556164,-0.45849948,0.18569431,-0.19985746,-0.12325043,1.40871616,-0.61153660,0.38197341,-0.23981199,-1.31656146,-0.03200751,0.94002999,-1.20374109,-1.29122446,-1.03910544,0.79320033,0.67198615,0.19505331,-0.09532079,1.16497744,0.80009347,0.93582675,0.93978690,0.42815146,-0.12595613,1.09403326,1.27802225,-1.42858187,-1.34533538,1.37622989,-0.66851816,1.12010832,-0.33361464,-1.14269983,-1.25867040,-1.03047630,-0.75032042,-0.03444494,0.60449370,1.45919573,-0.17547977,0.05455483,0.06544710,0.11830307,1.00000000
0.91516092,0.15495399,0.05322197,-1.47367573,-1.49482553,-1.20700105,-1.19533019,0.61469073,-0.88525190,1.18414231,1.28581899,1.42768001,1.31724391,-0.68433503,0.02933053,-0.97363509,0.91862897,1.16529512,1.05386652,-0.19989915,0.77602165,-1.20726249,-1.37926569,0.75970924,-0.22393418,1.48664779,-1.20823735,1.06688304,-0.06005080,0.98145059,0.95138185,1.24797600,-0.60644997,1.34939806,-1.04499912,-1.25409367,-0.20515345,0.98496891,-0.07973661,0.98786003,0.68906042,-0.87171484,1.34664487,-1.31765649,1.19483912,-0.58666965,0.00044425,-0.23294438,-0.98449633,-0.42555940,-0.92119669,-0.88834057,0.00000000
0.50242067,0.15781802,-0.93882949,-0.03294786,0.89379410,0.20691010,1.17961977,0.40963347,0.56802035,0.50282169,-0.15162242,0.56801647,-1.29087676,1.07955442,0.83343643,-0.76431013,0.80409736,-1.46207220,-0.84826028,-1.30458828,0.84068075,0.76762245,0.94090807,-1.48655492,0.00369818,0.61450859,-1.03379661,0.44937218,-1.24766970,-0.95602243,-0.07260956,0.46069546,-1.06239262,-0.94433001,-0.88666090,-0.78389759,-0.82033845,-0.31455267,0.46136895,-0.18590465,0.82792173,0.65780552,-1.12041926,-1.35347513,1.13382469,-1.26050680,-1.05498246,-1.43360017,0.38500910,0.24711169,1.46071100,1.16079719,1.00000000
-0.76878619,-0.67142286,-0.26747047,-0.38524248,-0.60944390,-1.04277924,-1.08574903,-1.10314888,-1.15765573,-0.77846387,-0.57999411,1.38473691,0.23541975,1.46278732,-0.38259916,-0.12712010,-0.52626402,-0.95133705,-1.07050588,1.33523759,1.46043205,-1.36527151,-1.04896238,-0.22942772,-0.94099957,-0.40835882,-1.11271095,-0.13046473,-0.68491615,-0.44428483,-1.21706205,-0.21561585,1.44977283,-0.51350086,1.12928782,1.02959742,1.35617525,0.87032854,0.47879048,1.06975333,-1.27306596,-0.11150803,1.46776872,0.80880045,1.38622613,0.83890307,1.12464590,0.61958890,0.78150601,0.06953403,1.27271310,0.97511673,0.00000000
0.16382462,0.37575041,1.03165490,0.51902730,-0.58626016,-1.39311061,1.30696539,0.25836105,-0.60557109,-1.05259468,0.98856950,1.00956058,0.94352390,0.43524808,-0.40195384,-0.58778915,-1.47433569,1.00082268,-1.23770191,0.39226499,0.01222484,0.08006808,1.28013854,-1.40515497,0.82017667,-1.34384280,-1.38553918,-0.21054691,-1.31077448,0.86743185,0.08868928,-1.41288365,-1.37849794,0.33800559,0.91833545,-0.18660141,0.16374201,0.89948836,0.33151852,-0.82571929,0.33915608,0.38483838,0.70232094,0.36262256,1.40772639,-0.90813507,1.35327204,0.11501847,0.51586842,-1.20161521,-0.35827218,0.80813744,1.00000000
0.45571118,0.47377785,0.62073305,-1.37958184,0.13978279,-1.23516542,1.48756929,1.19188977,-1.43675802,1.07594874,1.25828880,-0.43935533,0.65850497,-0.17368876,0.46569745,-0.47904779,-0.53232229,-0.22669833,-1.06329672,0.99341689,-0.45390631,-0.29955134,1.18216384,-0.01012856,0.13276173,1.36949437,1.16017915,-0.99159987,-0.08035491,1.41388868,-0.38290111,-0.38528067,-0.91490930,-1.15703066,0.72091437,0.81009141,1.40703889,0.82025463,-0.76994252,-1.37965027,1.45631215,-0.47864791,-0.56408537,1.21786563,0.25529970,-0.85538648,1.16728873,1.48008257,-1.23996432,1.08675488,-0.32845291,0.07221734,1.00000000
0.76580317,0.54089945,1.24444793,1.42013759,-0.71350827,-0.86144769,-1.25845032,0.18539356,-1.45918681,-0.26430511,-1.27984795,-0.28432265,-1.38020343,1.00565178,-0.87078302,-0.51507387,1.11014399,0.73879818,-0.84288492,-1.28430174,0.64702133,-0.32789235,0.79824000,-0.16411568,-0.46199276,-0.14638378,0.74567696,1.20666086,-1.35069841,0.07233462,-1.40149371,-0.09477136,1.15584849,-0.41522920,1.29735126,0.39182541,1.30246603,0.77149988,-1.18969450,-0.80654590,-0.31748864,-0.98967935,-0.01526519,-0.08589553,1.36877759,-0.19881635,0.85688041,1.32573163,1.13096649,-0.87399713,-0.01191032,-0.45678065,0.00000000
-0.79469545,-0.48995595,-0.30042391,-0.41757952,0.97907763,-0.14358283,0.07108300,1.44734207,-1.32006218,-0.03612708,0.82218512,-1.04651413,0.33459478,-0.78160566,1.10221234,-0.51870100,-0.51281155,0.29458164,-0.94931128,-0.64533408,-0.25010445,-0.43908641,0.07463165,0.29892043,0.20000236,0.46250494,-0.57675145,-1.12072132,0.78242262,1.05234115,-0.72898130,-0.27872413,-0.00429235,0.09998053,0.47847051,-1.37519030,0.66443125,-1.31408698,-0.09513430,0.98301341,-0.14635406,-1.05273075,1.45510154,1.16785639,0.81394090,-0.26546519,-0.94846282,1.32423354,0.09705338,1.05706638,-0.47371498,-0.49413505,0.00000000
0.19526813,-0.42561844,1.45662144,0.06549915,-1.07791373,-0.84097597,-0.05416716,-1.37258727,-0.11239804,-0.24317747,0.83800880,-0.43517411,1.44764628,-0.95769024,0.27296005,-1.23090211,0.70159195,1.48426106,0.95741591,0.16711062,-0.04577593,1.00508988,1.30792225,1.46761958,-0.31038232,1.47275242,-1.03222124,-0.73935067,-1.23295163,-0.68478445,0.80381265,1.05877307,0.83667794,0.39319733,0.04189954,0.62611287,-0.32749935,1.02392505,0.53157028,0.59341410,0.10780798,1.15568695,-0.74395580,-0.35655704,0.83292771,-0.02175331,1.16764204,-0.46080204,-0.39200949,1.16620737,-0.10688904,0.04837375,1.00000000
0.36578436,0.34843042,-0.50170885,-0.66999017,0.46784613,-1.14047802,1.13781792,0.83760941,-0.92775521,0.58205984,0.30789876,-0.94639485,-0.68038948,-0.27304049,0.59772821,0.41617023,0.09670454,0.80523163,0.77381322,0.35357746,0.86097025,-0.49720988,1.14374858,0.34473026,0.96709054,0.13883731,-0.84468527,0.12723039,-0.38666501,0.59249711,-0.07261862,1.00833841,0.53421754,0.55363330,-0.84853400,1.45274930,1.02502563,0.86701465,-0.50935432,0.10689496,-1.08869044,0.11542793,-1.06233226,0.15911353,0.44616564,-0.32941210,-0.00436537,1.12696016,-1.17431057,0.87519868,-0.98773635,-1.38987605,1.00000000
-0.01481812,-0.56558155,-0.94327619,0.79512957,-0.28462178,1.11756155,0.07412262,-1.43324894,0.65014083,-1.16930127,0.86813890,-0.99569235,-0.46366084,0.78381429,1.36269407,-0.38569815,0.98820066,-0.92762320,0.92153931,0.47248218,-0.92176948,-0.59248812,-1.10468733,-0.35109897,-0.88905408,0.43199386,1.48351531,-1.46397251,0.12275944,0.22099979,1.24262637,0.01801600,0.13110426,-0.08504160,-0.69328709,-1.33191260,-0.27402695,-1.34222559,0.15147741,-0.57811907,0.10080720,-1.09710911,1.29788990,1.18356373,-0.93001047,-0.46966715,0.34047832,-1.21294138,-0.43629654,-0.74666314,1.24655019,1.05753191,1.00000000
0.40835102,-0.39030958,0.23949822,0.06103901,1.29217738,1.29728335,1.40799038,-1.12386335,-1.01832657,0.53021010,0.12430343,-1.44460229,-1.31407489,1.16424115,1.10661239,-0.42818723,1.17315185,0.28102522,0.91771694,-0.21770679,-1.15980502,-0.19881881,-0.12810061,0.15283258,-1.18325186,1.47420559,-0.76758954,-0.90434279,0.08040876,0.11162454,-0.18053779,0.81567644,0.04996320,0.32908637,0.67123916,-1.42492470,0.21193255,1.15258341,-1.44783377,-0.28445369,1.27868235,-0.44053679,-0.12381353,1.44462418,-0.90202842,-1.30423443,1.07826777,1.10539602,-0.08376650,0.04262152,1.00741911,0.71567849,1.00000000
0.06888382,-0.45332174,-0.70455299,-1.44931993,-0.06089951,1.07673698,1.18750403,1.36867859,1.13868971,0.24013067,-0.16618320,0.82454954,0.71946490,0.11443029,-1.23801788,1.27824404,-0.13319239,-0.40999865,0.38870219,0.52151388,-0.86793625,1.01081653,-0.63018872,-0.93994822,-0.28080044,0.69168024,1.39637454,0.92784379,1.32104513,-1.07818259,-1.28646960,0.17311429,-0.62910755,0.98416492,0.51596361,1.41218449,-0.73562293,-0.04264766,0.00372143,-0.78246962,0.27028020,-0.17014204,-0.15983533,-0.41179006,-1.44921194,0.06628571,-0.49425649,-1.49604039,-0.57616888,-0.66411500,-0.31965554,-1.10444403,1.00000000
0.53181453,-0.21062814,0.02305147,0.57732106,0.39055671,0.91126484,-0.14397514,0.05727519,0.93120582,-0.21689649,0.60479805,-0.19619289,-0.24679142,0.78061687,-0.97548925,-0.48424208,-0.82748317,-0.42267017,-0.80887553,0.23821689,0.89451241,0.85983918,-0.40649711,1.46628122,0.28156309,-0.30179909,1.00661784,0.68962204,0.74782601,-0.91158195,-0.09502708,1.08548439,0.01211402,0.55035823,0.26380120,1.02707036,-0.64631748,0.22642583,-1.13029600,0.57063233,0.69590352,-1.37148804,0.52737289,-0.25592954,-1.12770937,-0.24027736,-0.91730121,-0.25332140,-0.34698292,0.71517491,0.82264667,0.32108596,1.00000000
-0.63858572,-0.67531303,-1.43193947,1.29306684,0.55869984,-1.39741365,0.95649870,-0.89920154,0.23766357,-0.10009689,-0.24048365,1.16914116,-0.18791613,-1.27396765,1.33991618,1.26160569,0.55329807,-0.09632242,-1.22142158,0.87224436,-1.27356626,-1.29419705,0.11215153,-1.01961528,-1.47680920,-0.23065971,-1.08834831,-1.01845375,-1.26926808,-0.88471874,0.64645254,0.92678192,-0.14239907,0.01966145,-1.40203490,-1.29205122,-0.72729682,0.13169526,0.71865345,0.31500918,-0.32361644,-1.14502778,0.84231970,-0.40864185,0.70816204,0.03893653,0.71598616,1.22186868,1.26308855,0.10532034,0.03452509,-0.70296460,0.00000000
-0.58403689,0.67822490,1.30739949,-0.12624250,-1.11722628,-0.20188526,-1.11884025,0.00759505,0.18382654,-0.48673272,-1.28504816,1.33051061,0.82005934,1.01664324,-0.39939482,0.78249309,-0.04388131,-0.89674953,-1.12672987,-0.46484739,-1.08734367,1.49480693,-1.35243303,-0.17656920,-0.14371943,-0.59810421,0.21405470,-1.05006893,0.85173714,-0.50265685,0.27402777,0.64691771,1.16712635,1.00736231,0.32492708,-0.33482046,0.00961401,0.80620438,1.13263663,-1.18865422,-0.34543121,0.82834980,-0.20504471,-0.50331671,-0.26603191,0.30853424,1.49941543,-0.02102271,-0.87451658,-1.01146027,-1.37295076,0.17645170,0.00000000
-0.41818972,-0.32839460,0.13371627,-0.88429822,0.58598822,0.72332112,-0.72270538,-0.46770071,1.47141502,-0.37720660,0.78240502,-0.14182372,0.88003448,0.80706972,0.50326808,1.06433504,1.31765548,0.23994996,-0.78759328,-0.30411312,0.77491714,0.45265046,-0.96660498,-1.34628138,0.54888478,-0.74676293,-0.00098927,0.74024032,0.18800034,-1.25009225,-0.94325929,-0.84201545,-0.72640724,0.19621018,0.01189734,-0.89051988,-1.29733547,-0.98570339,1.45314394,-0.09435915,1.10203651,1.04625740,0.03455867,0.62006313,-0.92174397,0.56519011,-0.68284626,0.99618629,-1.24882760,0.81941602,-1.20018928,1.14356771,1.00000000
0.56535400,0.89172371,-0.58738645,0.46318009,-0.03749316,-0.40109056,0.43632550,1.34256894,-1.37619076,1.25655857,0.32724497,0.92194290,-0.34837514,-0.08447108,1.10655226,-0.25545609,0.10397870,-1.43941523,-1.02420598,0.42505952,0.65093070,0.24780281,-1.07006989,-0.16378371,-0.43471570,-0.01301597,1.11098710,0.82758432,-1.24803150,1.17092759,-0.08469855,0.73158643,-1.07988231,0.51215858,-0.79102195,-0.18485731,-1.44941139,-1.04516809,-1.22375852,-0.78076748,-1.19994573,0.57573008,-1.41288029,0.35322150,-1.07787651,1.33548437,1.29928222,-0.82349069,0.34326389,-1.41598404,1.29536563,0.06896192,0.00000000
-0.92347308,0.63420656,-1.37033055,-0.47250002,-1.26945161,-0.32116668,0.50977903,-0.09033028,-0.34883348,-1.14252886,-0.76518286,-1.19957014,0.92249619,-1.09428052,0.28612010,-0.47177876,-0.82206485,0.41840532,-0.12899307,-0.29956360,0.27855601,-0.02619711,-0.58954737,0.17718386,0.50849573,-1.41992052,-0.10238481,-1.32695015,-0.94078376,0.18152620,1.09856675,1.14841704,-1.29016797,-0.24268474,0.24901945,-1.05879029,0.79629665,0.73270578,1.21002304,-1.47454196,-0.84994727,0.98156014,0.51174015,1.18316956,-1.32846104,0.29089190,0.20713972,-1.39297675,0.04056623,0.32856093,-0.92612048,-0.68001125,0.00000000
0.43374306,-0.12212930,0.42104204,-0.09509716,1.07404097,-0.47285470,-0.70002102,1.45459782,1.23340731,-1.41302177,0.81218585,-1.16899568,-1.41754442,-0.67891345,-0.69196236,0.95795629,0.63200174,1.44482828,0.63453870,-0.24523334,0.59678298,1.49837720,0.63042565,0.78504407,1.31509505,-1.15904622,0.61435288,1.05241787,1.36313580,-0.86709213,0.01178702,0.54166454,-0.75759681,0.30141859,-0.72726365,-0.49962894,-0.17544391,0.08757030,-0.15190239,-0.02041344,-0.60423373,-1.02310472,-1.35795007,-0.91206383,0.24583092,0.85834634,-0.99225721,-1.17433393,0.74787108,-0.58452501,1.35449832,0.64295391,1.00000000
-0.95927525,-0.31574122,-0.51973186,-0.63137176,0.07109516,-1.26256600,-1.14697046,-0.97242636,0.82417078,0.04157208,-1.46829863,0.52054958,-0.22892946,0.03255709,-0.85765127,0.15534669,1.43745972,-1.27966593,-0.64824780,-0.77100722,-0.75435207,-0.36388093,0.95432935,1.23857607,-0.89335474,0.12884981,0.41069692,0.06548242,-0.19777082,-0.92407348,-0.03534192,-0.29635552,0.88669009,0.79081308,-1.09800396,-1.23444284,1.22446183,0.10652517,1.07340281,-1.32554664,0.07954685,0.11827954,1.08210610,-1.20717001,-0.77866331,-0.28038506,1.09752443,1.31664995,1.47817386,1.37758046,-1.48217473,-1.35687498,0.00000000
0.01371641,0.53311763,-1.05717954,-0.45341371,0.98975409,1.17796859,-0.93949678,0.35899245,1.25208596,-0.10880479,-1.18936928,-0.12655905,-0.37261529,0.23297399,-0.18402395,-1.44796222,1.48199320,0.13062071,-0.07910773,1.36385211,-1.03241890,-0.93228719,0.92404425,-0.71750676,0.89768132,-0.68539955,-1.40043711,0.05104417,-0.90994070,0.77353888,0.42359890,1.27080800,0.84896507,-0.95767214,0.90047471,0.42521113,0.50685493,0.99678866,0.22147221,-0.10198946,0.40992311,-0.60612771,-0.95220861,0.34976351,-0.79845489,-1.26025467,-1.49833745,0.32495820,-0.41355365,0.75693291,-0.37447081,-0.04198966,1.00000000
-0.50248662,-0.07160404,-0.27874508,0.45172437,-0.43158251,1.39130295,1.30844096,1.04408371,1.26090081,-0.15258093,0.10929119,0.72627778,0.58843777,1.17203579,0.64899308,1.49365412,-0.45448260,0.99899323,0.59290447,0.57415934,-0.52249322,0.85680538,1.20112807,-0.84435462,0.37649051,-0.32359551,1.46864436,-0.06350155,-0.81503948,-0.35442712,0.46151517,-1.27173189,0.31080576,1.29367428,1.05108836,-1.29697939,1.48016964,0.59618077,-1.01315753,-1.46275173,-0.98615209,1.01452776,-1.43508203,-0.80055809,0.77191679,0.25833161,0.84820713,0.73845151,-1.34819584,1.17753426,-0.81890450,0.16017732,1.00000000
-0.33889849,-0.85197208,0.43286447,-0.99411537,1.42869377,-0.03553213,-1.32707191,1.31178613,0.25880353,0.59757959,0.07552737,1.00421386,-1.40059961,-0.69486490,-0.09105493,-1.27018915,0.61772001,-0.31900976,-0.68199603,-1.48986346,0.65949094,1.00142793,-0.31487839,0.19265393,-0.81694012,0.36659294,-1.46358763,-0.03406831,0.43261645,1.25457532,-0.35599255,0.79557061,0.29306109,1.28103634,-0.30486697,-0.54271398,1.16142600,-1.35226680,-1.09084382,-1.25278670,1.02932987,-1.46817773,1.08497147,-0.14619661,-1.48792416,-0.29506447,-0.93959748,0.37320146,0.53807637,-0.03741729,-1.37844142,0.46838641,0.00000000
